scenario,engine_id,unit,max_cycle,first_cycle,final_rul,avg_sensor_2,avg_sensor_3,avg_sensor_4,avg_sensor_7,avg_sensor_11,avg_sensor_12,avg_sensor_15,avg_sensor_20,avg_sensor_21,scenario_description,conditions,fault_modes,end_of_life_flag
FD001,FD001-E011,11,240,1,0,642.5011666666667,1588.8916666666667,1404.5196666666668,553.8234166666666,47.42158333333334,521.8084583333333,8.427015,38.88029166666667,23.337258333333335,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E012,12,170,1,0,642.8580588235294,1592.3477058823528,1413.2144705882351,552.9324117647059,47.680470588235295,521.0049411764705,8.457031176470588,38.740235294117646,23.245056470588235,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E013,13,163,1,0,642.8442331288344,1592.344110429448,1412.1733128834355,553.06,47.63006134969325,521.219509202454,8.450279141104295,38.76251533742331,23.259995705521472,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E014,14,180,1,0,642.8845,1593.3956111111113,1412.7483333333334,553.0177777777777,47.662055555555554,521.1261666666667,8.457593888888889,38.751333333333335,23.242447222222225,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E015,15,207,1,0,642.4866183574879,1588.1183574879226,1404.025652173913,553.7991304347826,47.417294685990335,521.7796618357488,8.425339130434782,38.90386473429952,23.338719806763283,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E016,16,209,1,0,643.0251674641149,1593.2946889952154,1414.986937799043,552.6481818181818,47.740526315789474,520.8301435406698,8.469078468899522,38.69306220095694,23.216673684210527,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E017,17,276,1,0,642.5187318840581,1588.6589492753624,1404.9502536231885,553.8567753623189,47.40952898550725,521.8194565217392,8.425348913043479,38.88909420289855,23.329659782608697,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E018,18,195,1,0,642.4317435897436,1588.6451794871796,1404.0321025641026,553.9221025641026,47.38466666666667,521.8794871794872,8.424688717948717,38.91128205128205,23.33736,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E019,19,158,1,0,642.9517088607595,1593.771075949367,1414.4455063291139,552.7451265822784,47.72550632911393,520.9097468354431,8.45882088607595,38.7129746835443,23.230122151898733,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E020,20,234,1,0,642.8553846153847,1592.6151282051283,1412.7037606837607,552.9424358974359,47.66837606837607,521.0747435897437,8.45674358974359,38.740811965811965,23.246092735042733,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E021,21,195,1,0,642.7370256410256,1591.059641025641,1409.4989743589742,553.3046666666667,47.57666666666667,521.3231282051282,8.445917948717948,38.79476923076923,23.2809358974359,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E022,22,202,1,0,642.9436633663366,1593.3935643564357,1415.3277227722772,552.7149504950495,47.74787128712871,520.7895544554456,8.467237623762376,38.70133663366337,23.225750495049503,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E023,23,168,1,0,642.876130952381,1592.3620238095239,1412.5258333333334,552.9961904761905,47.65702380952381,521.0586904761905,8.454255357142857,38.741190476190475,23.251591666666666,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E024,24,147,1,0,642.688843537415,1590.3414965986394,1407.8051020408163,553.4562585034014,47.494897959183675,521.48537414966,8.439056462585034,38.83734693877551,23.30336462585034,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E025,25,230,1,0,642.785347826087,1591.99,1411.484,553.088347826087,47.61452173913044,521.2174782608696,8.45056652173913,38.77126086956522,23.257183913043477,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E026,26,199,1,0,642.8738693467336,1593.0038190954774,1413.0129648241207,553.0136683417086,47.648693467336685,521.1036180904522,8.459782914572864,38.752060301507534,23.249468844221106,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E027,27,156,1,0,642.7800641025641,1591.9553205128204,1410.6025641025642,553.2146153846154,47.59205128205128,521.3141025641025,8.449076923076923,38.78903846153846,23.27396794871795,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E028,28,165,1,0,642.4475757575758,1588.1182424242425,1403.6757575757576,553.8291515151515,47.396484848484846,521.8264848484848,8.424973333333334,38.89612121212121,23.346466666666664,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E029,29,163,1,0,642.7544785276074,1591.5326380368099,1411.4108588957056,553.1800613496932,47.5901226993865,521.2520858895705,8.45207791411043,38.786687116564416,23.273828220858896,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E030,30,194,1,0,642.4101546391753,1587.5245876288661,1404.0103092783504,553.8709278350516,47.39,521.8174226804124,8.421309278350515,38.91128865979381,23.344907216494846,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E031,31,234,1,0,642.4909401709402,1588.273547008547,1405.2348717948719,553.712094017094,47.428333333333335,521.6930341880342,8.426838461538463,38.8909829059829,23.341657264957263,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E032,32,191,1,0,642.9628795811518,1593.159005235602,1414.1961256544503,552.7759685863874,47.71146596858638,520.9743979057591,8.461133507853404,38.70952879581152,23.228667015706808,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E033,33,200,1,0,642.4179,1587.7925500000001,1404.3004999999998,553.79255,47.39135,521.8456,8.423916,38.9058,23.3468855,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E034,34,195,1,0,642.7553846153846,1591.6271794871793,1410.216923076923,553.2514358974358,47.56676923076923,521.3243076923077,8.448465641025642,38.78005128205128,23.263641025641025,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E035,35,181,1,0,642.7238121546961,1591.0764640883979,1409.4250828729282,553.2553038674033,47.56723756906077,521.2939779005525,8.444009392265194,38.794696132596684,23.280433701657458,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E036,36,158,1,0,642.8880379746836,1592.0164556962025,1412.75917721519,552.948417721519,47.672974683544304,521.0483544303797,8.455275949367088,38.76221518987342,23.25520253164557,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E037,37,170,1,0,642.8274705882353,1591.2520588235293,1411.1590588235294,553.0601176470589,47.64176470588235,521.1498823529412,8.451435294117646,38.78929411764706,23.25448588235294,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E038,38,194,1,0,642.8557216494845,1592.3157216494844,1412.131030927835,553.064587628866,47.63536082474227,521.1434536082475,8.455423711340206,38.75675257731959,23.25702525773196,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E039,39,128,1,0,642.95796875,1592.79125,1414.026171875,552.838828125,47.69140625,520.953515625,8.46106953125,38.7459375,23.24256953125,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E040,40,188,1,0,642.9923404255319,1593.918085106383,1415.0474468085106,552.8693085106383,47.710531914893615,520.9557978723404,8.465751595744681,38.70191489361702,23.217512234042555,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E041,41,216,1,0,642.5611111111111,1588.9861574074075,1406.1797222222222,553.7144907407408,47.46032407407407,521.6876388888888,8.4333375,38.863564814814815,23.312775462962964,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E042,42,196,1,0,642.6688775510204,1590.1351530612244,1408.0980612244896,553.4854081632653,47.521989795918365,521.4412244897959,8.441483163265307,38.82551020408163,23.29336224489796,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E043,43,207,1,0,642.5192753623188,1588.0507246376812,1406.0193236714977,553.6109661835749,47.45536231884058,521.617342995169,8.431158937198068,38.883236714975844,23.322764734299515,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E044,44,192,1,0,642.5730208333333,1589.5878645833334,1406.4282812499998,553.6311458333333,47.47510416666666,521.6411979166667,8.434086458333333,38.85546875,23.31836302083333,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E045,45,158,1,0,642.5166455696203,1588.871835443038,1405.6798734177216,553.7805063291139,47.429177215189874,521.7105063291139,8.428528481012657,38.867025316455695,23.327833544303797,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E046,46,256,1,0,642.4746484375,1588.106875,1405.2910546875,553.701796875,47.4365625,521.6999609375,8.4274765625,38.8837890625,23.328375390625,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E047,47,214,1,0,642.486308411215,1588.2144392523364,1405.9370093457944,553.7608411214953,47.41799065420561,521.7663551401869,8.428668691588786,38.88593457943925,23.325712616822432,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E048,48,231,1,0,642.4741558441558,1588.331645021645,1404.205670995671,553.9108225108225,47.374545454545455,521.9293073593074,8.425287445887447,38.89701298701299,23.340818181818182,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E049,49,215,1,0,642.8273953488373,1592.0120000000002,1412.720093023256,552.9147906976743,47.66572093023255,521.0353023255814,8.45514511627907,38.748418604651164,23.25016465116279,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E050,50,198,1,0,642.7274747474747,1590.468787878788,1409.6450505050504,553.3141414141414,47.565555555555555,521.3364141414141,8.44340101010101,38.78792929292929,23.27126363636364,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E051,51,213,1,0,642.426338028169,1588.2625352112675,1403.7004225352114,553.9544600938967,47.365305164319246,521.98,8.42395117370892,38.919295774647885,23.344571830985913,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E052,52,213,1,0,642.8455868544601,1592.1069483568076,1412.036103286385,553.0507511737089,47.63516431924883,521.1234272300469,8.452023474178404,38.76206572769953,23.25191220657277,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E053,53,195,1,0,642.727641025641,1591.1262564102565,1409.1668717948717,553.3718461538461,47.548358974358976,521.4589230769232,8.442557435897436,38.81333333333333,23.288628205128205,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E054,54,257,1,0,642.4784824902724,1589.00906614786,1404.707120622568,553.8214396887159,47.39579766536965,521.8129571984435,8.426994552529182,38.89311284046693,23.33356575875486,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E055,55,193,1,0,642.720103626943,1590.9086010362694,1409.8810362694298,553.3428497409326,47.54041450777202,521.4106735751295,8.447517098445596,38.80772020725389,23.276718652849738,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E056,56,275,1,0,642.8983272727273,1592.9965454545454,1413.2729454545454,552.9241454545454,47.68061818181818,521.0411636363636,8.459756363636364,38.72156363636364,23.237548363636364,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E057,57,137,1,0,642.6908029197081,1590.3503649635036,1408.1339416058395,553.3598540145986,47.54810218978102,521.3622627737227,8.444280291970802,38.81,23.291389051094892,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E058,58,147,1,0,642.6770068027212,1590.478299319728,1409.226530612245,553.3351700680272,47.540408163265305,521.4275510204083,8.441148299319728,38.828639455782316,23.300921768707482,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E059,59,231,1,0,642.4403896103896,1587.9717316017316,1404.1971428571428,553.8303030303031,47.39727272727273,521.7883982683983,8.423984415584416,38.90800865800866,23.346170129870128,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E060,60,172,1,0,642.8208720930232,1591.4078488372095,1410.4560465116278,553.1788953488373,47.60343023255814,521.2558720930232,8.451056976744185,38.78174418604651,23.272375581395348,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E061,61,185,1,0,642.3904324324324,1587.945243243243,1403.8437297297296,553.8584864864865,47.38308108108109,521.829027027027,8.420772432432432,38.92221621621621,23.344663783783787,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E062,62,180,1,0,642.9095555555556,1593.4233333333334,1414.3129999999999,552.8091666666667,47.73105555555556,520.8875,8.465828888888888,38.722722222222224,23.225393333333336,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E063,63,174,1,0,642.7313218390805,1592.1196551724138,1411.0396551724139,553.2867241379311,47.595574712643675,521.3421264367817,8.448146551724138,38.781724137931036,23.273347701149426,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E064,64,283,1,0,642.7676325088339,1592.1164310954064,1410.952332155477,553.1859363957597,47.5978445229682,521.2436395759718,8.450908480565372,38.772897526501765,23.269266431095406,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E065,65,153,1,0,642.5118300653595,1588.2934640522876,1405.2318300653594,553.6443790849673,47.42947712418301,521.7029411764706,8.426630718954248,38.880980392156864,23.327638562091504,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E066,66,202,1,0,642.9561881188118,1593.6863366336634,1415.377277227723,552.7133168316832,47.73747524752475,520.8389108910891,8.468051485148514,38.69569306930693,23.22853168316832,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E067,67,313,1,0,642.7290095846645,1591.3721725239616,1409.8921405750798,553.2061980830671,47.575239616613416,521.3028115015975,8.447698083067092,38.80904153354633,23.279103514377,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E068,68,199,1,0,642.8095979899498,1591.7201005025124,1411.4464824120603,553.2134170854272,47.59869346733668,521.268040201005,8.45216783919598,38.76809045226131,23.26308944723618,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E069,69,362,1,0,642.6770994475138,1590.5398618784532,1409.2203038674033,553.3362430939227,47.54806629834255,521.3897790055249,8.441168784530387,38.80922651933702,23.293399723756906,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E070,70,137,1,0,642.7856934306569,1591.2256204379562,1410.346715328467,553.1872262773722,47.60116788321167,521.2236496350365,8.448303649635037,38.77956204379562,23.26889416058394,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E071,71,208,1,0,642.7898076923077,1591.446875,1411.2321634615384,553.1838461538462,47.60951923076924,521.2439423076924,8.450914423076922,38.75995192307692,23.26616346153846,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E072,72,213,1,0,642.6786384976525,1589.8319248826292,1409.1856338028167,553.2783568075117,47.545680751173705,521.3307511737089,8.439146948356807,38.82596244131456,23.29172253521127,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E073,73,213,1,0,642.9282159624413,1593.4613615023475,1414.7274178403757,552.724366197183,47.72727699530516,520.81,8.466190610328638,38.721079812206575,23.22392723004695,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E074,74,166,1,0,642.5819277108434,1590.0216867469878,1407.4051204819277,553.5197590361446,47.49620481927711,521.5054819277109,8.43615421686747,38.85066265060241,23.305706024096384,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E075,75,229,1,0,642.855327510917,1591.8445851528384,1412.991965065502,552.9215720524018,47.66947598253275,521.0123580786026,8.454670305676856,38.7435807860262,23.25519781659389,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E076,76,210,1,0,642.9160952380953,1593.212,1413.5117142857143,552.8729047619048,47.69214285714286,520.9520476190476,8.462239523809524,38.72561904761905,23.241240952380952,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E077,77,154,1,0,642.8538961038961,1591.6668831168831,1412.1653246753247,553.0092857142856,47.63668831168831,521.1193506493507,8.454193506493507,38.750129870129875,23.253251948051947,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E078,78,231,1,0,642.4267965367965,1587.6657142857143,1403.716233766234,553.8667532467532,47.38298701298701,521.8318614718615,8.424218614718615,38.913939393939394,23.343114285714286,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E079,79,199,1,0,642.4633165829146,1588.3061809045225,1404.9919597989951,553.7927638190954,47.403015075376885,521.8256281407035,8.423856281407035,38.894773869346736,23.342871356783917,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E080,80,185,1,0,642.9044324324325,1592.6124864864864,1412.6974054054053,553.0836756756756,47.65616216216216,521.182,8.456337297297297,38.73967567567568,23.2468,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E081,81,240,1,0,642.804625,1591.4609583333333,1410.8911666666668,553.1177083333333,47.60158333333333,521.2532916666667,8.450046666666667,38.7875,23.26130208333333,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E082,82,214,1,0,642.4248598130841,1588.1727102803738,1402.8994859813083,554.0126168224299,47.36682242990654,521.9832242990655,8.42146214953271,38.919112149532715,23.35172336448598,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E083,83,293,1,0,642.424266211604,1587.5717747440274,1403.9166211604095,553.8729351535836,47.38938566552901,521.783686006826,8.421796245733788,38.90986348122867,23.34714914675768,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E084,84,267,1,0,642.9251685393258,1593.333520599251,1414.167265917603,552.8197003745317,47.70003745318352,520.941647940075,8.4607265917603,38.716404494382026,23.225906741573034,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E085,85,188,1,0,642.7362765957447,1590.6759042553192,1410.482234042553,553.1569680851063,47.58601063829787,521.2309042553192,8.446335638297873,38.801010638297875,23.276134042553192,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E086,86,278,1,0,642.77,1591.6871223021583,1411.0537769784173,553.1709712230215,47.602949640287775,521.2576618705036,8.449821582733813,38.78575539568345,23.26948381294964,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E087,87,178,1,0,642.7903370786516,1591.4702808988766,1410.9055056179775,553.1138764044944,47.61303370786517,521.2355617977528,8.450568539325843,38.77224719101124,23.262679775280898,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E088,88,213,1,0,642.6359154929578,1590.3711267605634,1408.5386854460094,553.4706572769953,47.50910798122066,521.5353051643193,8.438816431924883,38.82943661971831,23.300927699530515,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E089,89,217,1,0,642.5763594470046,1589.6682488479264,1406.752995391705,553.5206912442396,47.47502304147466,521.5773732718894,8.43378202764977,38.849447004608294,23.30948341013825,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E090,90,154,1,0,642.5423376623377,1588.438051948052,1405.3627272727274,553.6068831168832,47.45363636363636,521.6747402597402,8.431396103896104,38.87714285714286,23.319351948051946,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E091,91,135,1,0,643.0398518518518,1594.302962962963,1416.225777777778,552.6388888888889,47.763555555555556,520.8031111111111,8.46983037037037,38.696444444444445,23.22368962962963,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E092,92,341,1,0,642.6514076246334,1590.1278005865101,1408.566246334311,553.4329618768329,47.519677419354835,521.4639882697948,8.439078592375367,38.815190615835775,23.292342521994133,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E093,93,155,1,0,642.5448387096774,1588.9250322580644,1406.841612903226,553.5605806451613,47.487806451612904,521.5410322580645,8.435890967741935,38.855870967741936,23.309563225806453,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E094,94,258,1,0,642.8637209302325,1592.641937984496,1413.2953100775194,552.9625193798449,47.675232558139534,521.0151937984497,8.459730620155039,38.741589147286824,23.245916666666666,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E095,95,283,1,0,642.4703533568904,1588.5658303886926,1404.808551236749,553.8014134275618,47.404204946996465,521.8127561837456,8.426179151943463,38.89208480565371,23.338873851590105,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E096,96,336,1,0,642.6298214285714,1589.8561904761907,1407.8899702380954,553.4580654761905,47.515,521.4546130952381,8.438163095238096,38.82633928571428,23.300242857142855,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E097,97,202,1,0,642.5226237623763,1589.4314356435646,1405.8882673267326,553.725099009901,47.435742574257425,521.7158910891089,8.429249504950494,38.881336633663366,23.326632673267326,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E098,98,156,1,0,642.5848717948718,1588.8841666666667,1406.2709615384615,553.6277564102563,47.46,521.6564743589744,8.433158974358975,38.860128205128206,23.331570512820512,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E099,99,185,1,0,642.6110810810811,1589.5016216216216,1407.7401081081082,553.5052432432433,47.50027027027026,521.5117297297297,8.435238918918918,38.85913513513513,23.305792432432433,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD001,FD001-E100,100,200,1,0,642.74125,1591.65965,1410.2673000000002,553.14455,47.5974,521.2917,8.4479065,38.7816,23.2692715,"Sea level, HPC degradation",1 operating condition,1 fault mode,True
FD002,FD002-E001,1,149,1,0,578.2204026845637,1417.8411409395972,1204.31322147651,276.06362416107385,43.025033557046974,259.8767785234899,9.356339597315436,20.28489932885906,12.190331543624161,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E002,2,269,1,0,578.6878810408922,1418.1788847583643,1203.1469888475835,277.71345724907064,42.92524163568773,261.4125278810409,9.367214126394051,20.45342007434944,12.273476579925651,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E003,3,206,1,0,578.22713592233,1415.8671844660196,1198.7450000000001,274.75349514563106,42.86786407766991,258.68737864077667,9.325500970873787,20.269805825242717,12.16615,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E004,4,235,1,0,580.1483829787234,1422.4744680851063,1207.2019999999998,283.22259574468086,43.09055319148936,266.60170212765956,9.314482978723404,20.804085106382978,12.480000425531914,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E005,5,154,1,0,576.9157142857143,1410.9752597402598,1193.8611688311687,275.3372077922078,42.642272727272726,259.2483116883117,9.3698487012987,20.376363636363635,12.22188766233766,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E006,6,175,1,0,579.6536571428571,1420.1369142857143,1204.8415428571427,282.336,43.026114285714286,265.81354285714286,9.311329142857144,20.769485714285715,12.455617142857143,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E007,7,174,1,0,581.6179310344828,1423.8282183908045,1208.5302873563219,287.6886206896552,42.9964367816092,270.8426436781609,9.321311494252875,21.169367816091953,12.714590804597702,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E008,8,151,1,0,580.8827814569537,1422.9003973509932,1209.1400662251656,289.13258278145696,43.04701986754967,272.19503311258273,9.31618476821192,21.247814569536423,12.740687417218544,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E009,9,199,1,0,581.099095477387,1423.1994974874372,1211.7514572864322,289.9250753768844,43.08271356783919,272.9737185929648,9.353198994974873,21.26291457286432,12.76445929648241,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E010,10,184,1,0,574.6495108695652,1402.7820652173912,1184.7644565217392,262.33956521739134,42.40032608695652,246.87989130434784,9.493135869565219,19.46108695652174,11.676316304347825,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E011,11,271,1,0,577.300110701107,1411.2222140221402,1193.609372693727,273.11446494464946,42.65132841328413,257.0465313653137,9.357065313653138,20.17690036900369,12.110229151291513,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E012,12,249,1,0,580.7769879518072,1421.5144578313252,1207.0536546184737,287.9977510040161,42.98943775100402,271.17112449799197,9.306102409638555,21.1774297188755,12.704051004016064,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
FD002,FD002-E013,13,227,1,0,582.3255506607929,1424.3180176211454,1210.4734801762113,296.46995594713655,42.97079295154185,279.05590308370046,9.318373127753304,21.766123348017622,13.066486343612334,"Multiple operating conditions, HPC degradation",6 operating conditions,1 fault mode,True
