sample_index,timestamp,bearing_1_rms,bearing_1_peak,bearing_2_rms,bearing_2_peak,bearing_3_rms,bearing_3_peak,bearing_4_rms,bearing_4_peak,hours_from_start,bearing_1_threshold,bearing_1_anomaly_flag,bearing_2_threshold,bearing_2_anomaly_flag,bearing_3_threshold,bearing_3_anomaly_flag,bearing_4_threshold,bearing_4_anomaly_flag,any_anomaly_flag,anomaly_status
14,2004-02-12 12:42:39,0.07986468720103242,0.432,0.09484019788447104,0.417,0.10489408069125017,0.684,0.0562540167836651,0.266,2.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
15,2004-02-12 12:52:39,0.07921698007145074,0.422,0.09478245161824854,0.461,0.10366273438415563,0.691,0.05563200491356684,0.227,2.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
16,2004-02-12 13:02:39,0.07866177721938719,0.371,0.09463108158296882,0.513,0.10472389176238331,0.725,0.056322874235157555,0.291,2.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
17,2004-02-12 13:12:39,0.07845338360094803,0.439,0.09569390236174273,0.476,0.10870793053018833,0.962,0.056179606561094525,0.3,2.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
18,2004-02-12 13:22:39,0.07762277416041877,0.444,0.09294257404608772,0.454,0.10421540638377022,0.984,0.054829943062618625,0.308,2.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
19,2004-02-12 13:32:39,0.07782555832949016,0.405,0.09496679775469556,0.425,0.10522980038312282,0.676,0.055626265347265356,0.229,3.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
20,2004-02-12 13:42:39,0.07893316063389487,0.471,0.09547548411192398,0.479,0.10676083037492612,0.935,0.054763918928490224,0.229,3.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
21,2004-02-12 13:52:39,0.07902854786058722,0.415,0.09566555793288081,0.486,0.10561785917984882,0.889,0.0553470134201589,0.242,3.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
22,2004-02-12 14:02:39,0.07936328499916934,0.381,0.09608866576997063,0.486,0.10640429169453469,0.703,0.0552470092516328,0.266,3.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
23,2004-02-12 14:12:39,0.07948672040475141,0.344,0.09433478732476888,0.417,0.10652850378720535,0.972,0.054752911773313484,0.293,3.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
24,2004-02-12 14:22:39,0.07975294340914243,0.393,0.09627197243113518,0.466,0.10519049149972219,0.684,0.05664761120708225,0.264,3.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
25,2004-02-12 14:32:39,0.07938138784581765,0.437,0.09674150883281694,0.667,0.10800230439164829,0.847,0.056104046321739355,0.22,4.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
26,2004-02-12 14:42:39,0.07759187944533484,0.405,0.09475114455525722,0.603,0.10659309792566601,0.688,0.05549978093284468,0.259,4.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
27,2004-02-12 14:52:39,0.07774099563514575,0.388,0.09624643586136385,0.442,0.10562862258026053,0.713,0.05521808370070556,0.237,4.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
28,2004-02-12 15:02:39,0.07751394405806931,0.4,0.09513670186114098,0.444,0.10745514484796377,0.981,0.05549451030352574,0.222,4.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
29,2004-02-12 15:12:39,0.07827954401833694,0.391,0.0946834910454959,0.522,0.10655456096709622,0.728,0.05516388093459003,0.276,4.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
30,2004-02-12 15:22:39,0.07886118143611597,0.488,0.09587704859488337,0.474,0.10490864841241046,0.776,0.05524736189261664,0.283,4.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
31,2004-02-12 15:32:39,0.07858236746600665,0.403,0.09492215432057668,0.452,0.10487340000828083,0.64,0.05443486646901965,0.225,5.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
32,2004-02-12 15:42:39,0.08023091764702917,0.396,0.09489323050308963,0.466,0.10490426159867149,0.679,0.05680913167270074,0.239,5.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
33,2004-02-12 15:52:39,0.07742107025313345,0.388,0.09549172595865309,0.466,0.10425167981447889,0.684,0.055391673121254204,0.31,5.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
34,2004-02-12 16:02:39,0.07901612461528817,0.376,0.09626068173276278,0.476,0.10672920611294737,0.876,0.055981837787887734,0.291,5.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
35,2004-02-12 16:12:39,0.07823475415576188,0.359,0.097852774505967,0.483,0.10813122588650677,0.657,0.0555853180965138,0.227,5.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
36,2004-02-12 16:22:39,0.07812870584960675,0.356,0.09525619930408401,0.403,0.10287416843527825,0.825,0.055627612298210324,0.286,5.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
37,2004-02-12 16:32:39,0.07686189103169887,0.413,0.09595532942020796,0.461,0.10628541643185932,0.754,0.055640146726391504,0.244,6.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
38,2004-02-12 16:42:39,0.07986518700725069,0.457,0.09652050689855046,0.442,0.10492086955028299,0.764,0.05646707809160241,0.264,6.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
39,2004-02-12 16:52:39,0.07742917473155306,0.378,0.09548428550969461,0.581,0.10745294982354486,0.798,0.05610140094061824,0.308,6.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
40,2004-02-12 17:02:39,0.0784612560514543,0.498,0.09679553772280453,0.457,0.1068019414032348,0.989,0.05663766457780657,0.239,6.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
41,2004-02-12 17:12:39,0.0785959604559929,0.371,0.09723323431558137,0.427,0.10717779907814107,0.845,0.0563313886017101,0.251,6.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
42,2004-02-12 17:22:39,0.07866142681365101,0.393,0.09511981727627464,0.505,0.10526330592480339,0.752,0.05577357396414879,0.239,6.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
43,2004-02-12 17:32:39,0.07762854039078106,0.449,0.09504406769855496,0.449,0.10299200728431855,0.654,0.05507993835667393,0.239,7.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
44,2004-02-12 17:42:39,0.07820874324224403,0.415,0.09458627272644403,0.444,0.10185255408401647,0.61,0.055519513742917456,0.225,7.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
45,2004-02-12 17:52:39,0.07808856431612202,0.469,0.09683363683481196,0.583,0.10702843632250555,1.057,0.05538090932069913,0.278,7.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
46,2004-02-12 18:02:39,0.07648226248359404,0.361,0.09473453349195055,0.5,0.10497783178374197,0.82,0.055835726200278796,0.269,7.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
47,2004-02-12 18:12:39,0.07891327536794347,0.364,0.09578614613301667,0.393,0.10704842790984252,0.745,0.05600931972881277,0.317,7.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
48,2004-02-12 18:22:39,0.07732266473953077,0.396,0.09449837005662783,0.464,0.10658380583379272,0.613,0.05572195158707092,0.251,7.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
49,2004-02-12 18:32:39,0.07824754763529333,0.415,0.09602726841526252,0.481,0.10460732050820463,0.667,0.05622907119333935,0.232,8.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
50,2004-02-12 18:42:39,0.0769698265505305,0.405,0.09471815381493337,0.442,0.10272164250947192,0.696,0.05521778304543859,0.237,8.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
51,2004-02-12 18:52:39,0.07847964256337435,0.396,0.09655180007465552,0.496,0.10489837995501884,0.698,0.056001716805435975,0.259,8.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
52,2004-02-12 19:02:39,0.07853956351488958,0.427,0.0961099844010106,0.525,0.10347393028220622,0.942,0.056238176274690174,0.254,8.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
53,2004-02-12 19:12:39,0.07938090836770041,0.532,0.09549046551308801,0.471,0.1042355835824102,0.664,0.05526933697245698,0.247,8.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
54,2004-02-12 19:22:39,0.07691333012919477,0.386,0.09580923148575311,0.671,0.10317487714282726,0.608,0.057307236757373196,0.271,8.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
55,2004-02-12 19:32:39,0.07662792325938943,0.4,0.09407310493581907,0.391,0.10526469334046673,0.688,0.05508184207315397,0.232,9.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
56,2004-02-12 19:42:39,0.07833920727505721,0.442,0.09632820331505332,0.505,0.10513800152767969,0.71,0.05642163657869869,0.3,9.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
57,2004-02-12 19:52:39,0.07738031364276786,0.461,0.09575426592773492,0.449,0.10447311397181933,0.964,0.055213429992733654,0.244,9.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
58,2004-02-12 20:02:39,0.07742347280137335,0.452,0.09501210500592149,0.515,0.10305813220353478,0.747,0.05433049858202918,0.254,9.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
59,2004-02-12 20:12:39,0.07599751100981861,0.347,0.09407815562198471,0.415,0.10219023983330061,0.706,0.05411561290927855,0.254,9.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
60,2004-02-12 20:22:39,0.07812885896719358,0.388,0.0971620045437162,0.432,0.10547439244166093,0.645,0.054244776714272226,0.234,9.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
61,2004-02-12 20:32:39,0.0786632849704597,0.413,0.09569291756789658,0.535,0.10591002870213709,1.135,0.05593206371977638,0.278,10.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
62,2004-02-12 20:42:39,0.07712632634090483,0.342,0.09561720582002031,0.43,0.10459687962153794,0.618,0.054547167716201134,0.234,10.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
63,2004-02-12 20:52:39,0.07930147000233508,0.391,0.09522501953637566,0.474,0.10423843189339405,0.586,0.05677704218723664,0.273,10.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
64,2004-02-12 21:02:39,0.0769426198413264,0.408,0.09602583651964128,0.469,0.10216575982426182,0.698,0.055602065584523255,0.254,10.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
65,2004-02-12 21:12:39,0.0771994016001541,0.388,0.09451992752440487,0.498,0.10593771847322606,0.981,0.0551513396362398,0.254,10.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
66,2004-02-12 21:22:39,0.07699636792620886,0.381,0.09572027040295919,0.486,0.10207879563150285,0.618,0.05570113776258861,0.237,10.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
67,2004-02-12 21:32:39,0.0774460721521555,0.459,0.09550188101468866,0.496,0.10481296725820116,0.718,0.055324842814253664,0.264,11.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
68,2004-02-12 21:42:39,0.07664165646604577,0.393,0.09583315732547243,0.493,0.10463893183078418,0.886,0.05503973396059546,0.374,11.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
69,2004-02-12 21:52:39,0.07695564843578329,0.386,0.09564606079349271,0.439,0.10402389181509879,0.762,0.05443408158756102,0.232,11.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
70,2004-02-12 22:02:39,0.0773247059887718,0.444,0.09598725018076945,0.432,0.10383587772033867,1.055,0.05588791360141073,0.225,11.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
71,2004-02-12 22:12:39,0.07577292447823547,0.5,0.09416002860199292,0.508,0.10348127354555207,0.823,0.05540936609962706,0.259,11.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
72,2004-02-12 22:22:39,0.07668913124793174,0.391,0.09648240964597511,0.452,0.10606608369939999,0.847,0.05579782973140062,0.278,11.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
73,2004-02-12 22:32:39,0.07740031675131004,0.439,0.0959002057499911,0.554,0.10387668470354645,0.779,0.0568191935172713,0.298,12.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
74,2004-02-12 22:42:39,0.07795509180220767,0.398,0.09790498622708141,0.544,0.10422949719699075,0.754,0.05570496578304869,0.242,12.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
75,2004-02-12 22:52:39,0.07882041185009597,0.437,0.0969382235728153,0.608,0.10619415559078864,0.801,0.056413775034754365,0.273,12.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
76,2004-02-12 23:02:39,0.07756062271096398,0.383,0.09489379780221743,0.515,0.10220089146772093,0.728,0.05621529528365145,0.242,12.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
77,2004-02-12 23:12:39,0.07689052656973988,0.352,0.09670710046966562,0.544,0.10418745828958373,0.601,0.0556455474690024,0.273,12.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
78,2004-02-12 23:22:39,0.07824627430976747,0.432,0.09559822260908216,0.439,0.10377113842452473,0.781,0.05519700778093637,0.254,12.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
79,2004-02-12 23:32:39,0.07672532972039368,0.415,0.09450450577262508,0.457,0.09953857263094669,0.686,0.05522377771395216,0.266,13.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
80,2004-02-12 23:42:39,0.07738254866499697,0.427,0.09595587975405677,0.42,0.1057414015139795,0.759,0.056204660546857674,0.408,13.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
81,2004-02-12 23:52:39,0.07699061808712475,0.361,0.09424114420845468,0.471,0.1056128263602337,1.069,0.054556792459927714,0.227,13.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
82,2004-02-13 00:02:39,0.07482262488921716,0.369,0.09448214633761504,0.432,0.10245075608249556,0.728,0.05575478451302408,0.242,13.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
83,2004-02-13 00:12:39,0.07733855853789073,0.457,0.0954862189929946,0.452,0.1034476500873449,0.771,0.0555373119405155,0.232,13.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
84,2004-02-13 00:22:39,0.07679397533945942,0.374,0.09368308262809848,0.422,0.10128302702081925,0.886,0.05609135440567022,0.266,13.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
85,2004-02-13 00:32:39,0.077721765308917,0.42,0.09635350841554434,0.493,0.10105856734192864,0.708,0.054886532903259844,0.212,14.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
86,2004-02-13 00:42:39,0.0773589786144157,0.442,0.09491967847252815,0.437,0.10194069320757351,0.667,0.05616129290100523,0.366,14.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
87,2004-02-13 00:52:39,0.07689176995692956,0.403,0.0939470938630488,0.745,0.10363333401913631,0.889,0.054951646891551395,0.229,14.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
88,2004-02-13 01:02:39,0.07492218065631082,0.359,0.093893104061131,0.474,0.10175417873790246,0.691,0.0558327060463052,0.237,14.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
89,2004-02-13 01:12:39,0.07763068115281484,0.452,0.09586104343495067,0.601,0.10566284455166822,0.94,0.05661472683782794,0.239,14.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
90,2004-02-13 01:22:39,0.07778453061583003,0.374,0.09530793073063883,0.466,0.10530207408517947,0.642,0.05539745241773308,0.259,14.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
91,2004-02-13 01:32:39,0.07858931119423541,0.393,0.09548303902886365,0.474,0.10338539402287746,0.701,0.05485031433293591,0.21,15.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
92,2004-02-13 01:42:39,0.07599053317889341,0.376,0.09467675011172885,0.649,0.10455251371918324,1.26,0.055611718042097476,0.261,15.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
93,2004-02-13 01:52:39,0.07671097179256287,0.386,0.09500798100727183,0.488,0.10487199926800647,0.754,0.055003622483688515,0.347,15.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
94,2004-02-13 02:02:39,0.07504429291050387,0.425,0.09449653210609438,0.471,0.10290877805883471,0.759,0.05551554144378739,0.254,15.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
95,2004-02-13 02:12:39,0.07824627774193958,0.403,0.09567113776663524,0.588,0.1056577977001402,0.818,0.05531625163830699,0.242,15.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
96,2004-02-13 02:22:39,0.07745035456261644,0.42,0.09563400335474956,0.432,0.10208588363098373,0.61,0.055382267088053556,0.278,15.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
97,2004-02-13 02:32:39,0.07831602988602893,0.437,0.09562300140885298,0.549,0.10310756836574547,0.618,0.05605890674451852,0.227,16.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
98,2004-02-13 02:42:39,0.07656014919860397,0.444,0.0962074667588553,0.515,0.10198969291520345,0.698,0.05601958667998966,0.325,16.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
99,2004-02-13 02:52:39,0.0776802038005823,0.381,0.0949029124577784,0.471,0.10168318334607068,0.957,0.05639963084431493,0.286,16.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
100,2004-02-13 03:02:39,0.07571563009461785,0.396,0.09529101320305931,0.4,0.1033623894118256,0.964,0.055872414125006716,0.244,16.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
101,2004-02-13 03:12:39,0.07794620572117751,0.388,0.09486180043431933,0.417,0.10258438813705098,0.718,0.055365692996091904,0.276,16.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
102,2004-02-13 03:22:39,0.07659392690463046,0.381,0.09515260563628829,0.566,0.10230512391325397,0.764,0.05578201198709244,0.232,16.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
103,2004-02-13 03:32:39,0.07639991985536536,0.469,0.09551578551843211,0.415,0.10417701680350673,0.92,0.05527658791816839,0.237,17.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
104,2004-02-13 03:42:39,0.07663180186215528,0.371,0.0961069881633387,0.488,0.10123237139165576,0.776,0.0555554353460071,0.266,17.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
105,2004-02-13 03:52:39,0.07728281753869194,0.437,0.09580634076949514,0.488,0.10167501123755163,0.654,0.05586623384464336,0.237,17.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
106,2004-02-13 04:02:39,0.0776406155665118,0.425,0.09660048656143638,0.464,0.10271358511125123,0.637,0.05617388774210398,0.264,17.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
107,2004-02-13 04:12:39,0.0768205504579097,0.425,0.0946447224430825,0.461,0.10258394761654355,0.898,0.05530566562650363,0.254,17.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
108,2004-02-13 04:22:39,0.07606189688801565,0.42,0.09551085661048564,0.513,0.1047031089109822,0.798,0.054973109992664825,0.242,17.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
109,2004-02-13 04:32:39,0.07604057915175538,0.369,0.09500819480485947,0.532,0.10239258758419723,0.884,0.055161076718693816,0.259,18.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
110,2004-02-13 04:42:39,0.07735977517064747,0.381,0.09458604403696404,0.461,0.10367835958431128,0.764,0.05687269998783467,0.276,18.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
111,2004-02-13 04:52:39,0.07650372776099296,0.361,0.0955275974522546,0.474,0.10322528480865589,0.774,0.055590563427505395,0.269,18.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
112,2004-02-13 05:02:39,0.07627544849405181,0.364,0.0933164093077619,0.437,0.10318267350349149,0.908,0.05477442377606541,0.242,18.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
